original_filename,standard_filename,UUID,metadata_url,metadata_steps,,
bolivia_A1_PAHO_2014_to_2022_EW7_weekly_all_dengue_classifications_raw.csv,bolivia_A1_PAHO_2014_to_2022_EW7_weekly_all_dengue_classifications_raw.csv,9e927bcd-c739-11ed-aa9a-1e00d12e8869,https://www3.paho.org/data/index.php/en/mnu-topics/indicadores-dengue-en/dengue-subnacional-en.html,"PAHO,dengue,sub-national,bolivia-dengue cases,cases and deaths by department, department=all, year=all, indicator=all, week=""relevant epi week according to file name"".",,
bolivia_A1_PAHO_2014_to_2022_EW8_weekly_all_dengue_classifications_raw.csv,bolivia_A1_PAHO_2014_to_2022_EW8_weekly_all_dengue_classifications_raw.csv,9e927bce-c739-11ed-aa9a-1e00d12e8869,https://www3.paho.org/data/index.php/en/mnu-topics/indicadores-dengue-en/dengue-subnacional-en.html,"PAHO,dengue,sub-national,bolivia-dengue cases,cases and deaths by department, department=all, year=all, indicator=all, week=""relevant epi week according to file name"".",,
bolivia_A1_PAHO_2014_to_2022_EW9_weekly_all_dengue_classifications_raw.csv,bolivia_A1_PAHO_2014_to_2022_EW9_weekly_all_dengue_classifications_raw.csv,9e927bd6-c739-11ed-aa9a-1e00d12e8869,https://www3.paho.org/data/index.php/en/mnu-topics/indicadores-dengue-en/dengue-subnacional-en.html,"PAHO,dengue,sub-national,bolivia-dengue cases,cases and deaths by department, department=all, year=all, indicator=all, week=""relevant epi week according to file name"".",,
bolivia_A1_PAHO_2014_to_2022_EW10_weekly_all_dengue_classifications_raw.csv,bolivia_A1_PAHO_2014_to_2022_EW10_weekly_all_dengue_classifications_raw.csv,9e927bd7-c739-11ed-aa9a-1e00d12e8869,https://www3.paho.org/data/index.php/en/mnu-topics/indicadores-dengue-en/dengue-subnacional-en.html,"PAHO,dengue,sub-national,bolivia-dengue cases,cases and deaths by department, department=all, year=all, indicator=all, week=""relevant epi week according to file name"".",,
bolivia_A1_PAHO_2014_to_2022_EW11_weekly_all_dengue_classifications_raw.csv,bolivia_A1_PAHO_2014_to_2022_EW11_weekly_all_dengue_classifications_raw.csv,9e927bd8-c739-11ed-aa9a-1e00d12e8869,https://www3.paho.org/data/index.php/en/mnu-topics/indicadores-dengue-en/dengue-subnacional-en.html,"PAHO,dengue,sub-national,bolivia-dengue cases,cases and deaths by department, department=all, year=all, indicator=all, week=""relevant epi week according to file name"".",,
bolivia_A1_PAHO_2014_to_2022_EW12_weekly_all_dengue_classifications_raw.csv,bolivia_A1_PAHO_2014_to_2022_EW12_weekly_all_dengue_classifications_raw.csv,9e927bd9-c739-11ed-aa9a-1e00d12e8869,https://www3.paho.org/data/index.php/en/mnu-topics/indicadores-dengue-en/dengue-subnacional-en.html,"PAHO,dengue,sub-national,bolivia-dengue cases,cases and deaths by department, department=all, year=all, indicator=all, week=""relevant epi week according to file name"".",,
bolivia_A1_PAHO_2014_to_2022_EW13_weekly_all_dengue_classifications_raw.csv,bolivia_A1_PAHO_2014_to_2022_EW13_weekly_all_dengue_classifications_raw.csv,9e927be0-c739-11ed-aa9a-1e00d12e8869,https://www3.paho.org/data/index.php/en/mnu-topics/indicadores-dengue-en/dengue-subnacional-en.html,"PAHO,dengue,sub-national,bolivia-dengue cases,cases and deaths by department, department=all, year=all, indicator=all, week=""relevant epi week according to file name"".",,
bolivia_A1_PAHO_2014_to_2022_EW14_weekly_all_dengue_classifications_raw.csv,bolivia_A1_PAHO_2014_to_2022_EW14_weekly_all_dengue_classifications_raw.csv,9e927be1-c739-11ed-aa9a-1e00d12e8869,https://www3.paho.org/data/index.php/en/mnu-topics/indicadores-dengue-en/dengue-subnacional-en.html,"PAHO,dengue,sub-national,bolivia-dengue cases,cases and deaths by department, department=all, year=all, indicator=all, week=""relevant epi week according to file name"".",,
bolivia_A1_PAHO_2014_to_2022_EW15_weekly_all_dengue_classifications_raw.csv,bolivia_A1_PAHO_2014_to_2022_EW15_weekly_all_dengue_classifications_raw.csv,9e927be2-c739-11ed-aa9a-1e00d12e8869,https://www3.paho.org/data/index.php/en/mnu-topics/indicadores-dengue-en/dengue-subnacional-en.html,"PAHO,dengue,sub-national,bolivia-dengue cases,cases and deaths by department, department=all, year=all, indicator=all, week=""relevant epi week according to file name"".",,
bolivia_A1_PAHO_2014_to_2022_EW16_weekly_all_dengue_classifications_raw.csv,bolivia_A1_PAHO_2014_to_2022_EW16_weekly_all_dengue_classifications_raw.csv,9e927bea-c739-11ed-aa9a-1e00d12e8869,https://www3.paho.org/data/index.php/en/mnu-topics/indicadores-dengue-en/dengue-subnacional-en.html,"PAHO,dengue,sub-national,bolivia-dengue cases,cases and deaths by department, department=all, year=all, indicator=all, week=""relevant epi week according to file name"".",,
bolivia_A1_PAHO_2014_to_2022_EW17_weekly_all_dengue_classifications_raw.csv,bolivia_A1_PAHO_2014_to_2022_EW17_weekly_all_dengue_classifications_raw.csv,9e927beb-c739-11ed-aa9a-1e00d12e8869,https://www3.paho.org/data/index.php/en/mnu-topics/indicadores-dengue-en/dengue-subnacional-en.html,"PAHO,dengue,sub-national,bolivia-dengue cases,cases and deaths by department, department=all, year=all, indicator=all, week=""relevant epi week according to file name"".",,
bolivia_A1_PAHO_2014_to_2022_EW18_weekly_all_dengue_classifications_raw.csv,bolivia_A1_PAHO_2014_to_2022_EW18_weekly_all_dengue_classifications_raw.csv,9e927bec-c739-11ed-aa9a-1e00d12e8869,https://www3.paho.org/data/index.php/en/mnu-topics/indicadores-dengue-en/dengue-subnacional-en.html,"PAHO,dengue,sub-national,bolivia-dengue cases,cases and deaths by department, department=all, year=all, indicator=all, week=""relevant epi week according to file name"".",,
bolivia_A1_PAHO_2014_to_2022_EW19_weekly_all_dengue_classifications_raw.csv,bolivia_A1_PAHO_2014_to_2022_EW19_weekly_all_dengue_classifications_raw.csv,9e927bf4-c739-11ed-aa9a-1e00d12e8869,https://www3.paho.org/data/index.php/en/mnu-topics/indicadores-dengue-en/dengue-subnacional-en.html,"PAHO,dengue,sub-national,bolivia-dengue cases,cases and deaths by department, department=all, year=all, indicator=all, week=""relevant epi week according to file name"".",,
bolivia_A1_PAHO_2014_to_2022_EW20_weekly_all_dengue_classifications_raw.csv,bolivia_A1_PAHO_2014_to_2022_EW20_weekly_all_dengue_classifications_raw.csv,9e927bf5-c739-11ed-aa9a-1e00d12e8869,https://www3.paho.org/data/index.php/en/mnu-topics/indicadores-dengue-en/dengue-subnacional-en.html,"PAHO,dengue,sub-national,bolivia-dengue cases,cases and deaths by department, department=all, year=all, indicator=all, week=""relevant epi week according to file name"".",,
bolivia_A1_PAHO_2014_to_2022_EW21_weekly_all_dengue_classifications_raw.csv,bolivia_A1_PAHO_2014_to_2022_EW21_weekly_all_dengue_classifications_raw.csv,9e927bf6-c739-11ed-aa9a-1e00d12e8869,https://www3.paho.org/data/index.php/en/mnu-topics/indicadores-dengue-en/dengue-subnacional-en.html,"PAHO,dengue,sub-national,bolivia-dengue cases,cases and deaths by department, department=all, year=all, indicator=all, week=""relevant epi week according to file name"".",,
bolivia_A1_PAHO_2014_to_2022_EW22_weekly_all_dengue_classifications_raw.csv,bolivia_A1_PAHO_2014_to_2022_EW22_weekly_all_dengue_classifications_raw.csv,9e927bfe-c739-11ed-aa9a-1e00d12e8869,https://www3.paho.org/data/index.php/en/mnu-topics/indicadores-dengue-en/dengue-subnacional-en.html,"PAHO,dengue,sub-national,bolivia-dengue cases,cases and deaths by department, department=all, year=all, indicator=all, week=""relevant epi week according to file name"".",,
bolivia_A1_PAHO_2014_to_2022_EW23_weekly_all_dengue_classifications_raw.csv,bolivia_A1_PAHO_2014_to_2022_EW23_weekly_all_dengue_classifications_raw.csv,9e927bff-c739-11ed-aa9a-1e00d12e8869,https://www3.paho.org/data/index.php/en/mnu-topics/indicadores-dengue-en/dengue-subnacional-en.html,"PAHO,dengue,sub-national,bolivia-dengue cases,cases and deaths by department, department=all, year=all, indicator=all, week=""relevant epi week according to file name"".",,
bolivia_A1_PAHO_2014_to_2022_EW24_weekly_all_dengue_classifications_raw.csv,bolivia_A1_PAHO_2014_to_2022_EW24_weekly_all_dengue_classifications_raw.csv,9e927c08-c739-11ed-aa9a-1e00d12e8869,https://www3.paho.org/data/index.php/en/mnu-topics/indicadores-dengue-en/dengue-subnacional-en.html,"PAHO,dengue,sub-national,bolivia-dengue cases,cases and deaths by department, department=all, year=all, indicator=all, week=""relevant epi week according to file name"".",,
bolivia_A1_PAHO_2014_to_2022_EW25_weekly_all_dengue_classifications_raw.csv,bolivia_A1_PAHO_2014_to_2022_EW25_weekly_all_dengue_classifications_raw.csv,9e927c09-c739-11ed-aa9a-1e00d12e8869,https://www3.paho.org/data/index.php/en/mnu-topics/indicadores-dengue-en/dengue-subnacional-en.html,"PAHO,dengue,sub-national,bolivia-dengue cases,cases and deaths by department, department=all, year=all, indicator=all, week=""relevant epi week according to file name"".",,
bolivia_A1_PAHO_2014_to_2022_EW26_weekly_all_dengue_classifications_raw.csv,bolivia_A1_PAHO_2014_to_2022_EW26_weekly_all_dengue_classifications_raw.csv,9e927c12-c739-11ed-aa9a-1e00d12e8869,https://www3.paho.org/data/index.php/en/mnu-topics/indicadores-dengue-en/dengue-subnacional-en.html,"PAHO,dengue,sub-national,bolivia-dengue cases,cases and deaths by department, department=all, year=all, indicator=all, week=""relevant epi week according to file name"".",,
bolivia_A1_PAHO_2014_to_2022_EW27_weekly_all_dengue_classifications_raw.csv,bolivia_A1_PAHO_2014_to_2022_EW27_weekly_all_dengue_classifications_raw.csv,9e927c13-c739-11ed-aa9a-1e00d12e8869,https://www3.paho.org/data/index.php/en/mnu-topics/indicadores-dengue-en/dengue-subnacional-en.html,"PAHO,dengue,sub-national,bolivia-dengue cases,cases and deaths by department, department=all, year=all, indicator=all, week=""relevant epi week according to file name"".",,
bolivia_A1_PAHO_2014_to_2022_EW28_weekly_all_dengue_classifications_raw.csv,bolivia_A1_PAHO_2014_to_2022_EW28_weekly_all_dengue_classifications_raw.csv,9e927c14-c739-11ed-aa9a-1e00d12e8869,https://www3.paho.org/data/index.php/en/mnu-topics/indicadores-dengue-en/dengue-subnacional-en.html,"PAHO,dengue,sub-national,bolivia-dengue cases,cases and deaths by department, department=all, year=all, indicator=all, week=""relevant epi week according to file name"".",,
bolivia_A1_PAHO_2014_to_2022_EW29_weekly_all_dengue_classifications_raw.csv,bolivia_A1_PAHO_2014_to_2022_EW29_weekly_all_dengue_classifications_raw.csv,9e927c1c-c739-11ed-aa9a-1e00d12e8869,https://www3.paho.org/data/index.php/en/mnu-topics/indicadores-dengue-en/dengue-subnacional-en.html,"PAHO,dengue,sub-national,bolivia-dengue cases,cases and deaths by department, department=all, year=all, indicator=all, week=""relevant epi week according to file name"".",,
bolivia_A1_PAHO_2014_to_2022_EW30_weekly_all_dengue_classifications_raw.csv,bolivia_A1_PAHO_2014_to_2022_EW30_weekly_all_dengue_classifications_raw.csv,9e927c1d-c739-11ed-aa9a-1e00d12e8869,https://www3.paho.org/data/index.php/en/mnu-topics/indicadores-dengue-en/dengue-subnacional-en.html,"PAHO,dengue,sub-national,bolivia-dengue cases,cases and deaths by department, department=all, year=all, indicator=all, week=""relevant epi week according to file name"".",,
bolivia_A1_PAHO_2014_to_2022_EW31_weekly_all_dengue_classifications_raw.csv,bolivia_A1_PAHO_2014_to_2022_EW31_weekly_all_dengue_classifications_raw.csv,9e927c1e-c739-11ed-aa9a-1e00d12e8869,https://www3.paho.org/data/index.php/en/mnu-topics/indicadores-dengue-en/dengue-subnacional-en.html,"PAHO,dengue,sub-national,bolivia-dengue cases,cases and deaths by department, department=all, year=all, indicator=all, week=""relevant epi week according to file name"".",,
bolivia_A1_PAHO_2014_to_2022_EW32_weekly_all_dengue_classifications_raw.csv,bolivia_A1_PAHO_2014_to_2022_EW32_weekly_all_dengue_classifications_raw.csv,9e927c1f-c739-11ed-aa9a-1e00d12e8869,https://www3.paho.org/data/index.php/en/mnu-topics/indicadores-dengue-en/dengue-subnacional-en.html,"PAHO,dengue,sub-national,bolivia-dengue cases,cases and deaths by department, department=all, year=all, indicator=all, week=""relevant epi week according to file name"".",,
bolivia_A1_PAHO_2014_to_2022_EW33_weekly_all_dengue_classifications_raw.csv,bolivia_A1_PAHO_2014_to_2022_EW33_weekly_all_dengue_classifications_raw.csv,9e927c26-c739-11ed-aa9a-1e00d12e8869,https://www3.paho.org/data/index.php/en/mnu-topics/indicadores-dengue-en/dengue-subnacional-en.html,"PAHO,dengue,sub-national,bolivia-dengue cases,cases and deaths by department, department=all, year=all, indicator=all, week=""relevant epi week according to file name"".",,
bolivia_A1_PAHO_2014_to_2022_EW34_weekly_all_dengue_classifications_raw.csv,bolivia_A1_PAHO_2014_to_2022_EW34_weekly_all_dengue_classifications_raw.csv,9e927c27-c739-11ed-aa9a-1e00d12e8869,https://www3.paho.org/data/index.php/en/mnu-topics/indicadores-dengue-en/dengue-subnacional-en.html,"PAHO,dengue,sub-national,bolivia-dengue cases,cases and deaths by department, department=all, year=all, indicator=all, week=""relevant epi week according to file name"".",,
bolivia_A1_PAHO_2014_to_2022_EW35_weekly_all_dengue_classifications_raw.csv,bolivia_A1_PAHO_2014_to_2022_EW35_weekly_all_dengue_classifications_raw.csv,9e927c30-c739-11ed-aa9a-1e00d12e8869,https://www3.paho.org/data/index.php/en/mnu-topics/indicadores-dengue-en/dengue-subnacional-en.html,"PAHO,dengue,sub-national,bolivia-dengue cases,cases and deaths by department, department=all, year=all, indicator=all, week=""relevant epi week according to file name"".",,
bolivia_A1_PAHO_2014_to_2022_EW36_weekly_all_dengue_classifications_raw.csv,bolivia_A1_PAHO_2014_to_2022_EW36_weekly_all_dengue_classifications_raw.csv,9e927c31-c739-11ed-aa9a-1e00d12e8869,https://www3.paho.org/data/index.php/en/mnu-topics/indicadores-dengue-en/dengue-subnacional-en.html,"PAHO,dengue,sub-national,bolivia-dengue cases,cases and deaths by department, department=all, year=all, indicator=all, week=""relevant epi week according to file name"".",,
bolivia_A1_PAHO_2014_to_2022_EW37_weekly_all_dengue_classifications_raw.csv,bolivia_A1_PAHO_2014_to_2022_EW37_weekly_all_dengue_classifications_raw.csv,9e927c3a-c739-11ed-aa9a-1e00d12e8869,https://www3.paho.org/data/index.php/en/mnu-topics/indicadores-dengue-en/dengue-subnacional-en.html,"PAHO,dengue,sub-national,bolivia-dengue cases,cases and deaths by department, department=all, year=all, indicator=all, week=""relevant epi week according to file name"".",,
bolivia_A1_PAHO_2014_to_2022_EW38_weekly_all_dengue_classifications_raw.csv,bolivia_A1_PAHO_2014_to_2022_EW38_weekly_all_dengue_classifications_raw.csv,9e927c3b-c739-11ed-aa9a-1e00d12e8869,https://www3.paho.org/data/index.php/en/mnu-topics/indicadores-dengue-en/dengue-subnacional-en.html,"PAHO,dengue,sub-national,bolivia-dengue cases,cases and deaths by department, department=all, year=all, indicator=all, week=""relevant epi week according to file name"".",,
bolivia_A1_PAHO_2014_to_2022_EW39_weekly_all_dengue_classifications_raw.csv,bolivia_A1_PAHO_2014_to_2022_EW39_weekly_all_dengue_classifications_raw.csv,9e927c3c-c739-11ed-aa9a-1e00d12e8869,https://www3.paho.org/data/index.php/en/mnu-topics/indicadores-dengue-en/dengue-subnacional-en.html,"PAHO,dengue,sub-national,bolivia-dengue cases,cases and deaths by department, department=all, year=all, indicator=all, week=""relevant epi week according to file name"".",,
bolivia_A1_PAHO_2014_to_2022_EW40_weekly_all_dengue_classifications_raw.csv,bolivia_A1_PAHO_2014_to_2022_EW40_weekly_all_dengue_classifications_raw.csv,9e927c3d-c739-11ed-aa9a-1e00d12e8869,https://www3.paho.org/data/index.php/en/mnu-topics/indicadores-dengue-en/dengue-subnacional-en.html,"PAHO,dengue,sub-national,bolivia-dengue cases,cases and deaths by department, department=all, year=all, indicator=all, week=""relevant epi week according to file name"".",,
bolivia_A1_PAHO_2014_to_2022_EW41_weekly_all_dengue_classifications_raw.csv,bolivia_A1_PAHO_2014_to_2022_EW41_weekly_all_dengue_classifications_raw.csv,9e927c44-c739-11ed-aa9a-1e00d12e8869,https://www3.paho.org/data/index.php/en/mnu-topics/indicadores-dengue-en/dengue-subnacional-en.html,"PAHO,dengue,sub-national,bolivia-dengue cases,cases and deaths by department, department=all, year=all, indicator=all, week=""relevant epi week according to file name"".",,
bolivia_A1_PAHO_2014_to_2022_EW42_weekly_all_dengue_classifications_raw.csv,bolivia_A1_PAHO_2014_to_2022_EW42_weekly_all_dengue_classifications_raw.csv,9e927c45-c739-11ed-aa9a-1e00d12e8869,https://www3.paho.org/data/index.php/en/mnu-topics/indicadores-dengue-en/dengue-subnacional-en.html,"PAHO,dengue,sub-national,bolivia-dengue cases,cases and deaths by department, department=all, year=all, indicator=all, week=""relevant epi week according to file name"".",,
bolivia_A1_PAHO_2014_to_2022_EW43_weekly_all_dengue_classifications_raw.csv,bolivia_A1_PAHO_2014_to_2022_EW43_weekly_all_dengue_classifications_raw.csv,9e927c46-c739-11ed-aa9a-1e00d12e8869,https://www3.paho.org/data/index.php/en/mnu-topics/indicadores-dengue-en/dengue-subnacional-en.html,"PAHO,dengue,sub-national,bolivia-dengue cases,cases and deaths by department, department=all, year=all, indicator=all, week=""relevant epi week according to file name"".",,
bolivia_A1_PAHO_2014_to_2022_EW44_weekly_all_dengue_classifications_raw.csv,bolivia_A1_PAHO_2014_to_2022_EW44_weekly_all_dengue_classifications_raw.csv,9e927c47-c739-11ed-aa9a-1e00d12e8869,https://www3.paho.org/data/index.php/en/mnu-topics/indicadores-dengue-en/dengue-subnacional-en.html,"PAHO,dengue,sub-national,bolivia-dengue cases,cases and deaths by department, department=all, year=all, indicator=all, week=""relevant epi week according to file name"".",,
bolivia_A1_PAHO_2014_to_2022_EW45_weekly_all_dengue_classifications_raw.csv,bolivia_A1_PAHO_2014_to_2022_EW45_weekly_all_dengue_classifications_raw.csv,9e927c4e-c739-11ed-aa9a-1e00d12e8869,https://www3.paho.org/data/index.php/en/mnu-topics/indicadores-dengue-en/dengue-subnacional-en.html,"PAHO,dengue,sub-national,bolivia-dengue cases,cases and deaths by department, department=all, year=all, indicator=all, week=""relevant epi week according to file name"".",,
bolivia_A1_PAHO_2014_to_2022_EW46_weekly_all_dengue_classifications_raw.csv,bolivia_A1_PAHO_2014_to_2022_EW46_weekly_all_dengue_classifications_raw.csv,9e927c4f-c739-11ed-aa9a-1e00d12e8869,https://www3.paho.org/data/index.php/en/mnu-topics/indicadores-dengue-en/dengue-subnacional-en.html,"PAHO,dengue,sub-national,bolivia-dengue cases,cases and deaths by department, department=all, year=all, indicator=all, week=""relevant epi week according to file name"".",,
bolivia_A1_PAHO_2014_to_2022_EW47_weekly_all_dengue_classifications_raw.csv,bolivia_A1_PAHO_2014_to_2022_EW47_weekly_all_dengue_classifications_raw.csv,9e927c58-c739-11ed-aa9a-1e00d12e8869,https://www3.paho.org/data/index.php/en/mnu-topics/indicadores-dengue-en/dengue-subnacional-en.html,"PAHO,dengue,sub-national,bolivia-dengue cases,cases and deaths by department, department=all, year=all, indicator=all, week=""relevant epi week according to file name"".",,
bolivia_A1_PAHO_2014_to_2022_EW48_weekly_all_dengue_classifications_raw.csv,bolivia_A1_PAHO_2014_to_2022_EW48_weekly_all_dengue_classifications_raw.csv,9e927c59-c739-11ed-aa9a-1e00d12e8869,https://www3.paho.org/data/index.php/en/mnu-topics/indicadores-dengue-en/dengue-subnacional-en.html,"PAHO,dengue,sub-national,bolivia-dengue cases,cases and deaths by department, department=all, year=all, indicator=all, week=""relevant epi week according to file name"".",,
bolivia_A1_PAHO_2014_to_2022_EW49_weekly_all_dengue_classifications_raw.csv,bolivia_A1_PAHO_2014_to_2022_EW49_weekly_all_dengue_classifications_raw.csv,9e927c5a-c739-11ed-aa9a-1e00d12e8869,https://www3.paho.org/data/index.php/en/mnu-topics/indicadores-dengue-en/dengue-subnacional-en.html,"PAHO,dengue,sub-national,bolivia-dengue cases,cases and deaths by department, department=all, year=all, indicator=all, week=""relevant epi week according to file name"".",,
bolivia_A1_PAHO_2014_to_2022_EW50_weekly_all_dengue_classifications_raw.csv,bolivia_A1_PAHO_2014_to_2022_EW50_weekly_all_dengue_classifications_raw.csv,9e927c5b-c739-11ed-aa9a-1e00d12e8869,https://www3.paho.org/data/index.php/en/mnu-topics/indicadores-dengue-en/dengue-subnacional-en.html,"PAHO,dengue,sub-national,bolivia-dengue cases,cases and deaths by department, department=all, year=all, indicator=all, week=""relevant epi week according to file name"".",,
bolivia_A1_PAHO_2014_to_2022_EW51_weekly_all_dengue_classifications_raw.csv,bolivia_A1_PAHO_2014_to_2022_EW51_weekly_all_dengue_classifications_raw.csv,9e927c62-c739-11ed-aa9a-1e00d12e8869,https://www3.paho.org/data/index.php/en/mnu-topics/indicadores-dengue-en/dengue-subnacional-en.html,"PAHO,dengue,sub-national,bolivia-dengue cases,cases and deaths by department, department=all, year=all, indicator=all, week=""relevant epi week according to file name"".",,
bolivia_A1_PAHO_2014_to_2022_EW52_weekly_all_dengue_classifications_raw.csv,bolivia_A1_PAHO_2014_to_2022_EW52_weekly_all_dengue_classifications_raw.csv,9e927c63-c739-11ed-aa9a-1e00d12e8869,https://www3.paho.org/data/index.php/en/mnu-topics/indicadores-dengue-en/dengue-subnacional-en.html,"PAHO,dengue,sub-national,bolivia-dengue cases,cases and deaths by department, department=all, year=all, indicator=all, week=""relevant epi week according to file name"".",,
bolivia_A1_PAHO_2014_to_2022_EW53_weekly_all_dengue_classifications_raw.csv,bolivia_A1_PAHO_2014_to_2022_EW53_weekly_all_dengue_classifications_raw.csv,9e927c64-c739-11ed-aa9a-1e00d12e8869,https://www3.paho.org/data/index.php/en/mnu-topics/indicadores-dengue-en/dengue-subnacional-en.html,"PAHO,dengue,sub-national,bolivia-dengue cases,cases and deaths by department, department=all, year=all, indicator=all, week=""relevant epi week according to file name"".",,
Bolivia_2005_adm1_weekly_moh_combined_source.pdf,Bolivia_2005_adm1_weekly_moh_combined_source.pdf,9e927c6c-c739-11ed-aa9a-1e00d12e8869,https://snis.minsalud.gob.bo/publicaciones/category/4-boletines,Publications>newsletters>choose year>V.Epidemiologica>discharge,,
Bolivia_2006_adm1_weekly_moh_combined_source.pdf,Bolivia_2006_adm1_weekly_moh_combined_source.pdf,9e927c6d-c739-11ed-aa9a-1e00d12e8869,https://snis.minsalud.gob.bo/publicaciones/category/4-boletines,Publications>newsletters>choose year>V.Epidemiologica>discharge,,
Bolivia_2007_adm1_weekly_moh_combined_source.pdf,Bolivia_2007_adm1_weekly_moh_combined_source.pdf,9e927c6e-c739-11ed-aa9a-1e00d12e8869,https://snis.minsalud.gob.bo/publicaciones/category/4-boletines,Publications>newsletters>choose year>V.Epidemiologica>discharge,,
Bolivia_2008_adm1_weekly_moh_combined_source.pdf,Bolivia_2008_adm1_weekly_moh_combined_source.pdf,9e927c76-c739-11ed-aa9a-1e00d12e8869,https://snis.minsalud.gob.bo/publicaciones/category/4-boletines,Publications>newsletters>choose year>V.Epidemiologica>discharge,,
Bolivia_2009_adm1_weekly_moh_combined_source.pdf,Bolivia_2009_adm1_weekly_moh_combined_source.pdf,9e927c77-c739-11ed-aa9a-1e00d12e8869,https://snis.minsalud.gob.bo/publicaciones/category/4-boletines,Publications>newsletters>choose year>V.Epidemiologica>discharge,,
Brazil_MoH_2001_a2notification_firstsymptoms_monthly.csv,Brazil_MoH_2001_a2notification_firstsymptoms_monthly.csv,9e927c80-c739-11ed-aa9a-1e00d12e8869,http://tabnet.datasus.gov.br/cgi/deftohtm.exe?sinanwin/cnv/denguebr.def,municipality of notification>month 1st symptoms,,
